acid,currency,curve_type,yield_tomaturity,vir_model,asset_type,valdate,maturity,duration,oas,market_value_usd,convexity,oas_fv,credit_loss_fv,tax_benefit_fv,credit_fv_valdate,shift_yield,shift_yield_fv,termspread,credit_free_yield_fv,termspread_fv,rollspread,rollspread_fv,yield_tomaturity_fv,fx_usd_unhedged_1,fx_usd_unhedged_10,fx_usd_unhedged_20,fx_usd_unhedged_30,fx_usd_unhedged_fair,fx_usd_hedged_fair,local_nominal_1,local_real_1,usd_unhedged_1,usd_hedged_1,fx_usd_hedged_1,income_contrib_1,rollyield_contrib_1,creditloss_contrib_1,price_contrib_1,inflation_contrib_1,local_nominal_10,local_real_10,usd_unhedged_10,usd_hedged_10,fx_usd_hedged_10,income_contrib_10,rollyield_contrib_10,creditloss_contrib_10,price_contrib_10,inflation_contrib_10,local_nominal_20,local_real_20,usd_unhedged_20,usd_hedged_20,fx_usd_hedged_20,income_contrib_20,rollyield_contrib_20,creditloss_contrib_20,price_contrib_20,inflation_contrib_20,local_nominal_30,local_real_30,usd_unhedged_30,usd_hedged_30,fx_usd_hedged_30,income_contrib_30,rollyield_contrib_30,creditloss_contrib_30,price_contrib_30,inflation_contrib_30,nominal_vir_fair,real_vir_fair,usd_unhedged_fair,usd_hedged_fair,income_contrib_fair,rollyield_contrib_fair,creditloss_contrib_fair,price_contrib_fair,inflation_contrib_fair,missing_components
CN T: 1-10,CNY,nominal,1.3762789332992367,composite,Conventional,2026-05-31,4.638270086527696,4.360947249866975,0.06128328323785178,3625641.405632083,0.2794656304352133,0.0,0.0,0.0,,1.7204000000000002,2.55,-0.40540434993861496,2.302661314665917,-0.24733868533408299,0.07342125273039882,0.04907919718144191,2.302661314665917,0.30800516911360437,0.034426288327641164,0.020310941307043473,0.015648758858949785,0.006388206388206364,0.006369426751592355,0.014403068947856453,0.009774933834448498,0.32684445774850024,0.04129268792903381,0.02650782495075399,0.013762789332992369,0.002892497913846464,0.0,-0.0022542675285054303,0.0045833333333333845,0.016312945520430788,0.0007514102845662978,0.05130082801403142,0.03635619901597908,0.019721537134691047,0.016064910049142428,0.0024600517699972426,0.0,-0.002210151008260174,0.015549850917961239,0.018366313680703263,0.001811914966604586,0.03905029210694226,0.03352203525161814,0.014882386983262608,0.0184050615979008,0.002243828698072632,0.0,-0.0022762331547267686,0.01652445780169276,0.0200348566179243,0.0031325402071125997,0.0359971361168616,0.03291411516169262,0.012626292582266663,0.019945578780820254,0.0021717543407644285,0.0,-0.0020796054144310012,0.016849534566311553,0.02505421877280719,0.007424293634208368,0.031602476681429445,0.03158322653569129,0.02302661314665917,0.002027605626148021,0.0,-4.648585915446407e-05,0.017500000000000005,
CN T: 1-3,CNY,nominal,1.1663253029109015,Cashflow,Conventional,2026-05-31,2.0141376529132495,1.9604446265424007,0.06014253173628067,1199061.885466518,0.059439728026937456,0.0,0.0,0.0,,1.7204,2.55,-0.6142172288253791,2.1709896357039273,-0.3790103642960725,0.08499255383785909,0.06014137652913254,2.1709896357039273,0.3080051691136043,0.034426288327641164,0.020310941307043473,0.015648758858949785,0.006388206388206363,0.006369426751592355,0.011899740332790953,0.007283026461508912,0.32357009098000455,0.03872300151724595,0.02650782495075399,0.011663253029109016,0.00161751259765732,0.0,-0.0013815170851095848,0.004583333333333384,0.014375676056736841,-0.0011561961829475997,0.049296865553212,0.03438072362061706,0.019721537134691047,0.01431764252667763,0.0013982754910756658,0.0,-0.0013391885811332438,0.015549850917961239,0.01674833377646756,0.00022023668300019672,0.03739944950783558,0.03187997594431646,0.014882386983262608,0.01687306944185845,0.001288656937784838,0.0,-0.0014095064823681502,0.01652445780169276,0.018265114176084785,0.001392122985409916,0.03419969940230727,0.031122027433987176,0.012626292582266663,0.01848534508025206,0.00125211742002123,0.0,-0.0014665149198478389,0.016849534566311553,0.022888934741533282,0.005296250360229182,0.029423360368874718,0.029404150886383817,0.021709896357039273,0.0011790383844940114,0.0,-2.5023401602930484e-05,0.0175,
CN T: 10+,CNY,nominal,2.2696941636262338,composite,Conventional,2026-05-31,28.235737787015104,19.27854790945409,0.024372760443999063,696308.2806970804,4.789846097802311,0.0,0.0,0.0,,1.7203999999999997,2.5500000000000003,0.524921403182235,2.8394543000445562,0.2894543000445562,0.006583668012785972,0.0060895882546640814,2.8394543000445562,0.30800516911360437,0.034426288327641164,0.020310941307043473,0.015648758858949785,0.006388206388206363,0.006369426751592355,0.020796275622489025,0.01613897200081859,0.33520680512613116,0.047855364607071335,0.026507824950753985,0.02269694163626234,0.0011516203491350931,0.0,-0.003005962162854701,0.004583333333333384,0.02146713177875188,0.005826676903592565,0.05663245377457575,0.04161203374999297,0.019721537134691047,0.023394262250144793,0.0011365750829167053,0.0,-0.003015831841995284,0.015549850917961237,0.020441925324159192,0.0038537858016108677,0.04116806137666472,0.03562853695077882,0.014882386983262606,0.024753702625295176,0.0011290524498075117,0.0,-0.005330537928826267,0.01652445780169276,0.022717068658305757,0.005770307103003988,0.038721321446671536,0.0356301935960636,0.012626292582266664,0.025967316083678634,0.0011265449054377805,0.0,-0.004289585082667294,0.016849534566311553,0.029516072817143878,0.01180940817409711,0.03609283397027539,0.03607350003253956,0.028394543000445558,0.0011215298166983177,0.0,-3.081451053762704e-05,0.0175,
CN T: 10-20,CNY,nominal,2.0929891815405783,Cashflow,Conventional,2026-05-31,18.417394017292423,14.464401626117644,0.01713864200631738,37934.46621364764,2.4384204885322385,0.0,0.0,0.0,,1.7204,2.55,0.35545053953426087,2.7604348504323104,0.21043485043231058,0.047779999999999934,0.02499999999999991,2.7604348504323104,0.3080051691136043,0.034426288327641164,0.020310941307043473,0.015648758858949785,0.006388206388206363,0.006369426751592355,0.023875931982182186,0.019204577667871092,0.3392350115637035,0.051016655958455726,0.02650782495075399,0.020929891815405784,0.006581592027916041,0.0,-0.003671781906330107,0.004583333333333384,0.02352592998689862,0.00785395129714983,0.058762128763444554,0.04371143462345439,0.019721537134691047,0.02206679732541858,0.00509884621722272,0.0,-0.003652592756748674,0.015549850917961239,0.023261909198905473,0.006627928472850542,0.04404532177837761,0.03849048891683582,0.014882386983262608,0.02369487291487084,0.00435747331187606,0.0,-0.00475967530908783,0.01652445780169276,0.02524308732604763,0.008254468802324721,0.041286869171418106,0.038188106514572606,0.012626292582266663,0.02499803144468826,0.00411034901009384,0.0,-0.0038554225101903317,0.016849534566311553,0.031220448910852502,0.013484470674056448,0.03780809797023377,0.03778873202493438,0.027604348504323105,0.0036161004065293984,0.0,-9.678864931506048e-05,0.0175,
CN T: 20+,CNY,nominal,2.279875627447013,Cashflow,Conventional,2026-05-31,28.801455350218546,19.55593146498944,0.024789578998174213,658373.8144834328,4.925331552063199,0.0,0.0,0.0,,1.7204,2.55,0.5346860484488392,2.8440072767510927,0.29400727675109284,0.004210000000000047,0.004999999999999893,2.8440072767510927,0.3080051691136043,0.034426288327641164,0.020310941307043473,0.015648758858949785,0.006388206388206363,0.006369426751592355,0.020618830654969944,0.015962336612164174,0.33497470619138303,0.04767321595941487,0.02650782495075399,0.02279875627447013,0.0008387539005334032,0.0,-0.0029675986738950666,0.004583333333333384,0.021348507056216492,0.005709868533793516,0.056509745243139564,0.04149106956558701,0.019721537134691047,0.023470748696338493,0.0009082752368914272,0.0,-0.002979142677153823,0.015549850917961239,0.020279442277801207,0.0036939440534748957,0.041002278146688775,0.0354636357688467,0.014882386983262608,0.02481471073192471,0.0009430359050704391,0.0,-0.0053634301373022275,0.01652445780169276,0.022571523425949147,0.0056271736034949615,0.03857349861207071,0.035482810667019304,0.012626292582266663,0.026023164743786773,0.0009546227944634431,0.0,-0.004314600848900008,0.016849534566311553,0.029417869340760378,0.011712893700992932,0.03599400314981671,0.03597467105630647,0.028440072767510927,0.0009777965732494511,0.0,-2.7013184173529936e-05,0.0175,
CN T: 3-5,CNY,nominal,1.3373722206908831,Cashflow,Conventional,2026-05-31,4.084044457975745,3.8865863965133425,0.008977646913204622,1074395.4689124543,0.1881947889050498,0.0,0.0,0.0,,1.7204,2.55,-0.3920054262223214,2.28336177831903,-0.26663822168096996,0.07405000000000017,0.040000000000000036,2.28336177831903,0.3080051691136043,0.034426288327641164,0.020310941307043473,0.015648758858949785,0.006388206388206363,0.006369426751592355,0.013901675344112352,0.00927582780002889,0.3261886323230425,0.04077800347141025,0.02650782495075399,0.013373722206908831,0.0027456789598168567,0.0,-0.0022186017713682338,0.004583333333333384,0.01577605424168893,0.0002227397537630793,0.05074545356132698,0.03580871941594621,0.019721537134691047,0.015764075216235494,0.002150156759211098,0.0,-0.0021337756891339765,0.015549850917961239,0.017900288449395063,0.0013534653663695995,0.03857480146451331,0.033049074452473626,0.014882386983262608,0.018158146499712893,0.0018523956589082187,0.0,-0.0021017616949643436,0.01652445780169276,0.019547871805409178,0.0026536248947082175,0.03550253059644737,0.032420981536451565,0.012626292582266663,0.0197166369275387,0.0017531419588072588,0.0,-0.001915286169944963,0.016849534566311553,0.024388252341795636,0.006769781171297673,0.030932255919408957,0.03091301828027837,0.022833617783190298,0.0015546345586053383,0.0,-3.46516090575788e-05,0.0175,
CN T: 5-7,CNY,nominal,1.5076793240030781,Cashflow,Conventional,2026-05-31,6.10506239412728,5.72605397031424,0.07864786098066466,638981.4214766163,0.3841184323448595,0.0,0.0,0.0,,1.7204,2.55,-0.29136853697758647,2.3752531197063638,-0.17474688029363605,0.06790000000000007,0.04999999999999982,2.3752531197063638,0.3080051691136043,0.034426288327641164,0.020310941307043473,0.015648758858949785,0.006388206388206363,0.006369426751592355,0.016097304065944895,0.01146143913656883,0.3290605260406536,0.04303183353505813,0.02650782495075399,0.015076793240030782,0.0037854942797747463,0.0,-0.0027696564394176226,0.004583333333333384,0.017686788081354043,0.002104216904232903,0.0527219668750738,0.03775713586398477,0.019721537134691047,0.017114275320695566,0.0033242606324659285,0.0,-0.002752232009784472,0.015549850917961239,0.019553953114964884,0.002980248325577639,0.04026205361604718,0.034727349595536916,0.014882386983262608,0.019292703258879603,0.00309364380881152,0.0,-0.0028285881256453482,0.01652445780169276,0.021310323079520854,0.004386871765754252,0.03729256204554843,0.03420568603601226,0.012626292582266663,0.02077931257160762,0.00301677153426005,0.0,-0.002489061517399249,0.016849534566311553,0.026615558182220746,0.008958779540265915,0.03317379024923239,0.033154510782107405,0.023752531197063637,0.0028630269851571103,0.0,-6.62367064973024e-05,0.0175,
CN T: 7-10,CNY,nominal,1.6701451845802076,Cashflow,Conventional,2026-05-31,8.570815392471044,7.888310183390065,0.12643885866979473,713202.6297764942,0.6931130898447356,0.0,0.0,0.0,,1.7204,2.55,-0.17669367408958703,2.4880686670070786,-0.061931332992921195,0.0579666666666665,0.043333333333333446,2.4880686670070786,0.3080051691136043,0.034426288327641164,0.020310941307043473,0.015648758858949785,0.006388206388206363,0.006369426751592355,0.01784915296163181,0.013205295357908042,0.3313519534517182,0.04483012013461174,0.02650782495075399,0.016701451845802077,0.0044571581972881556,0.0,-0.0033135414986424916,0.004583333333333384,0.01914787570169252,0.003542932708304747,0.054233354319102034,0.03924703837808474,0.019721537134691047,0.018515507516722995,0.00393771297171193,0.0,-0.0033038310163978624,0.015549850917961239,0.020724512918074423,0.004131779697130522,0.04145638859061407,0.0359153301226236,0.014882386983262608,0.020557397093396892,0.0036779903589238155,0.0,-0.003501362820278242,0.01652445780169276,0.022601091704570697,0.005656251925917566,0.03860352959755442,0.0355127522833778,0.012626292582266663,0.021998493618954854,0.003591416154661111,0.0,-0.0029910468846120475,0.016849534566311553,0.02829895441620649,0.010613223013470563,0.03486794036579388,0.034848629285099575,0.024880686670070786,0.0034182677461357036,0.0,-8.27014505049295e-05,0.0175,
CNY Cash,CNY,nominal,1.023,Cashflow,Cash,2026-05-31,0.25,0.25,0.0,,,0.0,0.0,0.0,,1.7204,2.55,-0.6974,2.05,-0.5,0.0,0.0,2.05,0.3080051691136043,0.034426288327641164,0.020310941307043473,0.015648758858949785,0.006388206388206363,0.006369426751592355,0.010229999999999961,0.00562090418913308,0.3213860619936364,0.03700900000000007,0.02650782495075399,0.01023,0.0,0.0,0.0,0.004583333333333384,0.01292008112406462,-0.002589503402043336,0.0477911598896994,0.03289642211842714,0.019721537134691047,0.012984899999999999,0.0,0.0,-6.398799817786127e-05,0.015549850917961239,0.015337577905127686,-0.0011675861681987865,0.03596003985679452,0.030448224658160328,0.014882386983262608,0.01560175,0.0,0.0,-0.0002601138634040767,0.01652445780169276,0.016763928502179892,-8.418754321226629e-05,0.03267502203578898,0.029601887350543254,0.012626292582266663,0.017234499999999993,0.0,0.0,-0.00046259883814414593,0.016849534566311553,0.020499999999999997,0.0029484029484028174,0.02701916461916465,0.026999999999999913,0.020499999999999997,0.0,0.0,0.0,0.0175,
CO T (EM_LC),COP,nominal,13.842240568638742,composite,Conventional,2026-05-31,8.625037062338215,4.432258405632638,0.08587967604602129,274487.6775273961,0.3399377533710001,0.0,0.0,0.0,,13.6049,7.300000000000001,0.15146089259272105,6.909944342940173,-0.39005565705982653,0.19702966746620293,0.14170755566601298,6.909944342940173,-0.002574621461600146,-0.012541632138507564,-0.012538897075934474,-0.01253798538672657,-0.012536162005785778,-0.021904761904761982,0.15244264951109224,0.09331265666322297,0.14947554593239762,0.07902777672357679,-0.06370371039171507,0.13842240568638745,0.0024976512585253292,0.0,0.009865930026444859,0.05408333333333326,0.1402618949800847,0.09599006410513444,0.1259611497516869,0.07282542818515393,-0.05914120878003082,0.12141309767074389,0.0030016811199390964,0.0,0.013800949903903825,0.04039437247188716,0.13155312821207324,0.08939800138878111,0.11736470000147031,0.07044844888527231,-0.05400071618674252,0.1039255080500728,0.00325369605064598,0.0,0.021722596906085107,0.038695799670599884,0.12617680266528716,0.0848126519343836,0.11205681437059939,0.0694723755110779,-0.05035126546738367,0.09231681984318243,0.003337701027548274,0.0,0.027583213498257875,0.03813022521183274,0.07260515441075459,0.034334767994941826,0.05915880242682047,0.04910999388556663,0.06909944342940173,0.0035057109813528627,0.0,-0.0002160805848927101,0.037000000000000005,
CO T (EM_LC): 1-3,COP,nominal,14.017036097127754,Cashflow,Conventional,2026-05-31,1.728244375413538,1.5667963176249673,0.04963127549195089,37875.16020170992,0.03521864578210238,0.0,0.0,0.0,,13.6049,7.3,0.36250482163580244,6.113145081427821,-1.1868549185721786,1.4000864551748844,0.6030177476533813,6.113145081427821,-0.002574621461600146,-0.012541632138507564,-0.012538897075934474,-0.012537985386726569,-0.012536162005785778,-0.021904761904761982,0.15232944356398437,0.09320525913256494,0.14936263144775075,0.0789217824153381,-0.06370371039171507,0.14017036097127755,0.020687658707407245,0.0,-0.009820232821313168,0.05408333333333326,0.1335090956393612,0.08949944908510177,0.1192930415361999,0.06647199756008981,-0.05914120878003082,0.11878887640062784,0.015067859286132723,0.0,-0.001882217642129702,0.04039437247188715,0.12141884245356227,0.0796412605203527,0.10735748700902348,0.06086142181576193,-0.054000716186742515,0.09862940110745302,0.01225795957549546,0.0,0.008382804699852864,0.038695799670599884,0.11607586495241784,0.07508271876457506,0.10208252206716617,0.05988003279445886,-0.050351265467383666,0.08613008434306144,0.011321326338616372,0.0,0.016067845411184667,0.038130225211832736,0.07057951067913641,0.032381398919128834,0.05715855249318791,0.0471287213975935,0.06113145081427821,0.009448059864858197,0.0,-0.0005392053279504871,0.037000000000000005,
CO T (EM_LC): 10+,COP,nominal,13.256436818644904,Cashflow,Conventional,2026-05-31,17.361285648461564,6.8226016822599105,0.04176579820646041,82873.32931059069,0.7394631223588004,0.0,0.0,0.0,,13.6049,7.3,-0.39022897956155767,7.322083856945385,0.022083856945385172,-0.027260000000000062,0.0030000000000001137,7.322083856945385,-0.002574621461600146,-0.012541632138507564,-0.012538897075934474,-0.012537985386726569,-0.012536162005785778,-0.021904761904761982,0.14960907324431405,0.09062446667181345,0.1466492650518889,0.07637470977867022,-0.06370371039171507,0.13256436818644904,-0.0016533892916788698,0.0,0.01673070847717506,0.05408333333333326,0.14144842599701257,0.09713052684534396,0.12713279973307956,0.07394178632348569,-0.05914120878003082,0.1200458048588012,-0.0007243556206055323,0.0,0.01984743388770882,0.04039437247188715,0.1358901046536931,0.09357340716494322,0.12164729554186793,0.07455122549295967,-0.054000716186742515,0.10530255921412751,-0.0002598387850688636,0.0,0.02794055817368024,0.038695799670599884,0.1302455617468814,0.08873196666271066,0.11607455941028655,0.07333626742403188,-0.050351265467383666,0.09460865233256963,-0.00010499983988997407,0.0,0.03266518805909824,0.038130225211832736,0.07342551661992167,0.03512585980706051,0.05996888044242987,0.04991238625586614,0.07322083856945386,0.00020467805046780506,0.0,-1.3961368558246257e-05,0.037000000000000005,
CO T (EM_LC): 3-5,COP,nominal,14.271759002339081,Cashflow,Conventional,2026-05-31,4.014932625116359,3.123271127939148,0.17070450532699907,77614.89833632081,0.12473807990683396,0.0,0.0,0.0,,13.6049,7.3,0.4961544970120819,6.736866578139545,-0.5631334218604547,0.1404999999999994,0.125,6.736866578139545,-0.002574621461600146,-0.012541632138507564,-0.012538897075934474,-0.012537985386726569,-0.012536162005785778,-0.021904761904761982,0.1565947548924469,0.09725172414494132,0.1536169612141267,0.08291537758620193,-0.06370371039171507,0.14271759002339082,0.00433978523227143,0.0,0.007770494638944969,0.05408333333333326,0.14125495268365418,0.09694456533067464,0.12694175289084586,0.07375975525574607,-0.05914120878003082,0.1229965991144929,0.004121937071097682,0.0,0.012086842670421927,0.04039437247188715,0.13043995519407514,0.08832629876097498,0.11626548494537259,0.06939538800748601,-0.054000716186742515,0.10385186994794421,0.00401301299051081,0.0,0.01999339564590219,0.038695799670599884,0.1251885705223612,0.08386071727442879,0.11108097266784012,0.06853390210712385,-0.050351265467383666,0.09169080189242793,0.003976704963648519,0.0,0.02660180800502343,0.038130225211832736,0.0712727546913194,0.033049908091918434,0.057843105886124624,0.0478067800647477,0.06736866578139546,0.0039040889099239352,0.0,-0.00024545448581358986,0.037000000000000005,
CO T (EM_LC): 5-7,COP,nominal,14.032776623928214,Cashflow,Conventional,2026-05-31,6.516220733306848,4.31691516975487,0.05793224422446427,50177.5733949113,0.23856480705033117,0.0,0.0,0.0,,13.6049,7.3,0.3699443797037496,6.966135451331479,-0.33386454866852056,-0.0649999999999995,0.0699999999999994,6.966135451331479,-0.002574621461600146,-0.012541632138507564,-0.012538897075934474,-0.012537985386726569,-0.012536162005785778,-0.021904761904761982,0.15319625522117142,0.09402759606720368,0.15022721139304207,0.07973337495375143,-0.06370371039171507,0.14032776623928214,-0.0022232113124237415,0.0,0.01353821328051108,0.05408333333333326,0.1416992756020623,0.09737163695866924,0.12738050327466066,0.0741778003796707,-0.05914120878003082,0.12271390596259685,0.00039931465320232096,0.0,0.016504342080868373,0.04039437247188715,0.13260312135945318,0.09040887786263707,0.11840152739284493,0.0714417416507025,-0.054000716186742515,0.10485686773795581,0.0017105776360153517,0.0,0.02336244379581065,0.038695799670599884,0.12731353223360142,0.08590762975191346,0.11317929164019747,0.07055186930713342,-0.050351265467383666,0.09312502999640879,0.002147665296953029,0.0,0.029065841295075945,0.038130225211832736,0.07268319513214318,0.03441002423543216,0.05923586481708276,0.04918632514353427,0.06966135451331479,0.003021840618828383,0.0,-0.00019620351065985364,0.037000000000000005,
CO T (EM_LC): 7-10,COP,nominal,13.80483437,Cashflow,Conventional,2026-05-31,8.657534246575343,5.118999959999999,0.08,25946.716283863407,0.34844121,0.0,0.0,0.0,,13.6049,7.3,0.11993436999999929,7.1657534246575345,-0.1342465753424653,-0.16690000000000005,0.10000000000000053,7.1657534246575345,-0.002574621461600146,-0.012541632138507564,-0.012538897075934474,-0.012537985386726569,-0.012536162005785778,-0.021904761904761982,0.1477806433791946,0.08888985062458188,0.14482554270154124,0.07466275768014996,-0.06370371039171507,0.1380483437,-0.007177349843915999,0.0,0.015842804587020476,0.05408333333333326,0.14057913114540166,0.0962949832528257,0.12627440725771755,0.07312390262018531,-0.05914120878003082,0.12235850444595892,-0.0010291749419579863,0.0,0.017281190841395233,0.04039437247188715,0.13379351661208316,0.09155492587111791,0.11957699640192243,0.07256785470714533,-0.054000716186742515,0.10567725684626712,0.0020449125090210196,0.0,0.023336360165646886,0.038695799670599884,0.12868371830185588,0.08722748927914648,0.11453229833555101,0.07185306477292541,-0.050351265467383666,0.09433734931303653,0.0030696083260140215,0.0,0.02822927915294482,0.038130225211832736,0.07677653420657536,0.038357313603255117,0.0632778891297332,0.05319000060014556,0.07165753424657534,0.005118999960000026,0.0,-0.00034054419520024304,0.037000000000000005,
COP Cash,COP,nominal,10.7565,Cashflow,Cash,2026-05-31,0.25,0.25,0.0,,,0.0,0.0,0.0,,13.6049,7.3,-2.8484,5.0,-2.3,0.0,0.0,5.0,-0.002574621461600146,-0.012541632138507564,-0.012538897075934474,-0.012537985386726569,-0.012536162005785778,-0.021904761904761982,0.10756499999999991,0.05073760771602487,0.10471343938088284,0.03700900000000007,-0.06370371039171507,0.10756500000000001,0.0,0.0,0.0,0.05408333333333326,0.09782300145074574,0.055198903894888574,0.08405450921335822,0.03289642211842714,-0.05914120878003082,0.09584677500000001,0.0,0.0,0.0018033784428901356,0.04039437247188715,0.08926956107672201,0.04868967547780634,0.0756113221624326,0.030448224658160328,-0.054000716186742515,0.081592625,0.0,0.0,0.00709780734379728,0.038695799670599884,0.08419234387468233,0.04437027026493756,0.07059875611078081,0.029601887350543254,-0.050351265467383666,0.07106174999999999,0.0,0.0,0.0122594181658362,0.038130225211832736,0.05,0.012536162005786,0.0368370298939249,0.026999999999999913,0.05,0.0,0.0,0.0,0.037000000000000005,
CZK Cash,CZK,nominal,3.4784,Cashflow,Cash,2026-05-31,0.25,0.25,0.0,,,0.0,0.0,0.0,,4.7028,3.65,-1.2243999999999997,2.0,-1.65,0.0,0.0,2.0,-0.1735673103712967,-0.015231381463444493,-0.005701022701769642,-0.0025037842241859565,0.0039215686274509665,0.006862745098039191,0.034783999999999926,0.00995591703944676,-0.14482067569525192,0.03700900000000007,0.002150207192998854,0.034784,0.0,0.0,0.0,0.0245833333333334,0.03073740969557681,0.009637584178647352,0.01503785501986088,0.03289642211842714,0.0020946289545151764,0.0305,0.0,0.0,0.0002303830136602958,0.020898415280463656,0.027378908538918445,0.006790931278244372,0.021521798058018682,0.030448224658160328,0.002987521053558373,0.0266976,0.0,0.0,0.0006635922192848032,0.02044910876832695,0.025470973580211664,0.005068698250349168,0.022903415534200944,0.029601887350543254,0.004028308822734861,0.024465066666666667,0.0,0.0,0.0009818850308074278,0.020299383878315425,0.02,0.0,0.02400000000000002,0.026999999999999913,0.02,0.0,0.0,0.0,0.02,
DKK Cash,DKK,nominal,2.0094,Cashflow,Cash,2026-05-31,0.25,0.25,0.0,,,0.0,0.0,0.0,,2.7708,3.5,-0.7614000000000001,2.1,-1.4,0.0,0.0,2.1,-0.05401022013077861,0.0005326441705013618,0.003209695504297061,0.004103636734338112,0.005893909626718985,0.00587659157688547,0.020094000000000056,0.003001188086361628,-0.03500150149408643,0.03700900000000007,0.016581805206186795,0.020093999999999997,0.0,0.0,0.0,0.01704166666666662,0.018903307097117406,0.0011530226297205015,0.01944602000394724,0.03289642211842714,0.013733506333566181,0.018860999999999996,0.0,0.0,4.1523914564800535e-05,0.01772984155885826,0.018919213745508312,0.0010357974981878293,0.022189634165109107,0.030448224658160328,0.011314941123027555,0.01892785,0.0,0.0,-8.475825341136556e-06,0.017864911816355855,0.019483974044970376,0.0015463399710839987,0.023667565930930223,0.029601887350543254,0.009924543752687365,0.01961856666666667,0.0,0.0,-0.0001320029137329426,0.01790993921899231,0.021,0.0029469548133593815,0.027017681728880083,0.026999999999999913,0.021,0.0,0.0,0.0,0.018000000000000002,
EM HC Agg: HY,USD,nominal,7.248039,Cashflow,Conventional,2026-05-31,8.418137,5.219574,3.058134,968469.29,,5.45,-2.85,0.0,2023-12-31,4.4589,4.4,-0.26899499999999943,4.278723836666667,-0.12127616333333346,0.05859999999999932,0.0766666666666671,9.728723836666667,0.0,0.0,0.0,0.0,0.0,0.0,0.03222916911153528,0.001840021784084822,0.03222916911153528,0.03222916911153528,0.0,0.07248039,0.0031529706675999703,-0.0285,-0.012409738255184322,0.030333333333333323,0.04244765951460505,0.016752457552820177,0.04244765951460505,0.04244765951460505,0.0,0.08377599676500001,0.003577322033799996,-0.0285,-0.013445489273962496,0.025271836591995722,0.05119196862266273,0.025917745319563368,0.05119196862266273,0.05119196862266273,0.0,0.09061260506583334,0.0037894977169000083,-0.0285,-0.011615175250988985,0.024635720961456498,0.05349805827996423,0.028381114333059676,0.05349805827996423,0.05349805827996423,0.0,0.09283748283277779,0.0038602229446000123,-0.0285,-0.011533156478285567,0.02442377013427932,0.07278891176666669,0.047645421647135366,0.07278891176666669,0.07278891176666669,0.09728723836666667,0.0040016734000000225,-0.0285,0.002343794794444465,0.024,
EM HC Agg: IG (BB),USD,nominal,4.962488,Cashflow,Conventional,2026-05-31,9.625967,6.332369,0.878982,1814934.2,,1.65,-0.24,0.0,2023-12-31,4.4589,4.4,-0.375394,4.371324136666667,-0.028675863333333496,0.05859999999999932,0.0766666666666671,6.021324136666667,0.0,0.0,0.0,0.0,0.0,0.0,0.043807525560622285,0.013077507823315182,0.043807525560622285,0.043807525560622285,0.0,0.049624879999999996,0.0038251730339332974,-0.0024,-0.006948471228542141,0.030333333333333323,0.04878244479271254,0.02293109725793907,0.04878244479271254,0.04878244479271254,0.0,0.054522167615000006,0.0043399946336333305,-0.0024,-0.007358340950106124,0.025271836591995722,0.054054027056005705,0.02871099015262213,0.054054027056005705,0.054054027056005705,0.0,0.05744869199083334,0.004597405433483346,-0.0024,-0.005384839200516911,0.024635720961456498,0.05558136938541769,0.030414756236136764,0.05558136938541769,0.05558136938541769,0.0,0.05837020844944444,0.0046832090334333505,-0.0024,-0.00489587776125866,0.02442377013427932,0.06266805760000004,0.03776177500000011,0.06266805760000005,0.06266805760000005,0.06021324136666667,0.004854816233333361,-0.0024,-0.00012745470176001028,0.024,
EM HC Agg: JACI,USD,nominal,5.14,Cashflow,Conventional,2026-05-31,7.8,5.37,0.8,,,1.8,-0.84,0.0,2025-07-31,4.4589,4.4,-0.1189,4.231333333333334,-0.16866666666666674,0.060100000000000264,0.08833333333333382,6.031333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.041130300194919034,0.010479100803868269,0.041130300194919034,0.041130300194919034,0.0,0.051399999999999994,0.0033789830000000155,-0.0084,-0.004742187704650402,0.030333333333333323,0.0455080432049042,0.01973740611092345,0.0455080432049042,0.0455080432049042,0.0,0.055543525,0.004061241500000021,-0.0084,-0.005157085252030846,0.025271836591995722,0.049638843969438184,0.024401963055241005,0.049638843969438184,0.049638843969438184,0.0,0.05800941666666667,0.004402370750000023,-0.0084,-0.0038927204451597586,0.024635720961456498,0.0508235022290533,0.025770323634049852,0.0508235022290533,0.0508235022290533,0.0,0.05877738888888886,0.0045160805000000245,-0.0084,-0.003604613627947173,0.02442377013427932,0.056656833333333365,0.03189143880208323,0.05665683333333327,0.05665683333333327,0.06031333333333334,0.004743500000000026,-0.0084,0.00024875595661355554,0.024,
