acid,currency,curve_type,yield_tomaturity,vir_model,asset_type,valdate,maturity,duration,oas,market_value_usd,convexity,oas_fv,credit_loss_fv,tax_benefit_fv,credit_fv_valdate,shift_yield,shift_yield_fv,termspread,credit_free_yield_fv,termspread_fv,rollspread,rollspread_fv,yield_tomaturity_fv,fx_usd_unhedged_1,fx_usd_unhedged_10,fx_usd_unhedged_20,fx_usd_unhedged_30,fx_usd_unhedged_fair,fx_usd_hedged_fair,local_nominal_1,local_real_1,usd_unhedged_1,usd_hedged_1,fx_usd_hedged_1,income_contrib_1,rollyield_contrib_1,creditloss_contrib_1,price_contrib_1,inflation_contrib_1,local_nominal_10,local_real_10,usd_unhedged_10,usd_hedged_10,fx_usd_hedged_10,income_contrib_10,rollyield_contrib_10,creditloss_contrib_10,price_contrib_10,inflation_contrib_10,local_nominal_20,local_real_20,usd_unhedged_20,usd_hedged_20,fx_usd_hedged_20,income_contrib_20,rollyield_contrib_20,creditloss_contrib_20,price_contrib_20,inflation_contrib_20,local_nominal_30,local_real_30,usd_unhedged_30,usd_hedged_30,fx_usd_hedged_30,income_contrib_30,rollyield_contrib_30,creditloss_contrib_30,price_contrib_30,inflation_contrib_30,nominal_vir_fair,real_vir_fair,usd_unhedged_fair,usd_hedged_fair,income_contrib_fair,rollyield_contrib_fair,creditloss_contrib_fair,price_contrib_fair,inflation_contrib_fair,missing_components
HU T (EM_LC): 10+,HUF,nominal,5.343863792854024,Cashflow,Conventional,2026-05-31,12.889281895091232,9.790203113918182,0.00022476098579435295,14496.890433234643,1.1756172591756269,0.0,0.0,0.0,,5.3734,6.25,-0.02976096813177076,6.293339228426369,0.04333922842636895,0.0,0.015000000000000568,6.293339228426369,-0.11350082542083506,-0.022553925114383033,-0.017794573699895344,-0.01620297899103662,-0.01301204819277113,-0.026540284360189625,0.04912523171268268,0.009380860336916541,-0.06995134805653169,0.03271251498650907,-0.015644192161292425,0.05343863792854024,0.0001468530467087783,0.0,-0.004240826821557797,0.03937499999999994,0.05176459180840043,0.013969846123286889,0.028043171966794178,0.03235372455090357,-0.018455524561938108,0.055738927388615786,0.0008076917568982806,0.0,-0.004568507861553162,0.03727403317723321,0.05399537306669511,0.016009803924281085,0.03523997472131102,0.032058758077228244,-0.020812819059765397,0.05813083483643974,0.001138111111993032,0.0,-0.005040645027349244,0.03738701043601833,0.05572078204390096,0.017636085083073683,0.03861496039204293,0.03242437950023325,-0.02206682196647236,0.05973168731904772,0.001248250897024615,0.0,-0.005026807117589627,0.037424672256701985,0.06440192275135147,0.025929564097687985,0.05055187363603264,0.03615239304799811,0.06293339228426369,0.0014685304670877827,0.0,-8.682019273320574e-05,0.0375,
HU T (EM_LC): 3-5,HUF,nominal,5.332080670446764,Cashflow,Conventional,2026-05-31,4.263847294943104,3.8035884669513966,-0.030896925443865717,20742.397170231598,0.17792133736468854,0.0,0.0,0.0,,5.3734,6.25,-0.01042240410937012,6.020553891797724,-0.22944610820227584,0.018749999999999822,0.040000000000000036,6.020553891797724,-0.11350082542083506,-0.022553925114383033,-0.017794573699895344,-0.01620297899103662,-0.01301204819277113,-0.026540284360189625,0.05319821703223204,0.013299547355124064,-0.06634064993267808,0.03672178174104923,-0.015644192161292425,0.05332080670446764,0.0007939990924760982,0.0,-0.0009096608069258938,0.03937499999999994,0.05447052185661572,0.016578539642710055,0.03068807267133722,0.03500971524065144,-0.018455524561938108,0.05444658620054696,0.001157717239628329,0.0,-0.001133704996715057,0.03727403317723321,0.05557966370142697,0.017536997362018525,0.036796073579581146,0.03361007515764114,-0.020812819059765397,0.05612073755926209,0.0013395763132044447,0.0,-0.0018494208438061266,0.03738701043601833,0.05658544200849103,0.01846955279182705,0.03946561028939222,0.033269959167323115,-0.02206682196647236,0.05748233801216717,0.001400196004396483,0.0,-0.0022451950652923047,0.037424672256701985,0.0617269743047578,0.023351300534706132,0.047911731747539044,0.033548438493825605,0.06020553891797724,0.0015214353867805599,0.0,-8.626599657124423e-05,0.0375,
HU T (EM_LC): 5-7,HUF,nominal,5.394173358231406,Cashflow,Conventional,2026-05-31,5.953575241531634,5.133425488298632,-0.009547144157439283,53671.011189763936,0.32210047389985463,0.0,0.0,0.0,,5.3734,6.25,0.030320502388844872,6.0976787620765815,-0.15232123792341845,0.01269479721627409,0.04953575241531638,6.0976787620765815,-0.11350082542083506,-0.022553925114383033,-0.017794573699895344,-0.01620297899103662,-0.01301204819277113,-0.026540284360189625,0.05350609503186643,0.013595761906786796,-0.06606771634013109,0.03702484323809507,-0.015644192161292425,0.05394173358231406,0.0008407982544200709,0.0,-0.0012530868190983036,0.03937499999999994,0.05522411992112275,0.017305057458063766,0.03142467414153094,0.03574940525756909,-0.018455524561938108,0.05513515789961734,0.0016918395973642135,0.0,-0.0016048111248925245,0.03727403317723321,0.056464620313491976,0.018390060493870264,0.03766528276599157,0.03447661332786356,-0.020812819059765397,0.05685064776019159,0.002117360268836285,0.0,-0.002477376831441891,0.03738701043601833,0.057601987543473454,0.019449426860920882,0.04046568475842793,0.03426407277296439,-0.02206682196647236,0.05822602771371633,0.0022592004926603087,0.0,-0.002842482800228807,0.037424672256701985,0.06351966856107417,0.025079198613083387,0.04968109937979759,0.035293554134808724,0.06097678762076582,0.002542880940308356,0.0,-0.00014577455622288849,0.0375,
HU T (EM_LC): 7-10,HUF,nominal,5.382652852338954,Cashflow,Conventional,2026-05-31,9.10315941266502,6.910176201043332,-0.010000000000000002,29284.35398388827,0.594847643009263,0.0,0.0,0.0,,5.3734,6.25,0.019252852338953907,6.220105313755501,-0.02989468624449909,-0.0067666666666665876,0.033333333333333215,6.220105313755501,-0.11350082542083506,-0.022553925114383033,-0.017794573699895344,-0.01620297899103662,-0.01301204819277113,-0.026540284360189625,0.051058440258211046,0.01124083247933716,-0.06823756027663141,0.03461548004606341,-0.015644192161292425,0.053826528523389545,-0.0001904905239420904,0.0,-0.0024366756539642154,0.03937499999999994,0.05373905503724408,0.0158733577949286,0.02997310329983338,0.0342917480251308,-0.018455524561938108,0.055622714599764,0.0010564507715361726,0.0,-0.0028378587673083544,0.03727403317723321,0.05562910916903685,0.017584660834871313,0.036844639186173644,0.03365849152568057,-0.020812819059765397,0.057706558868659504,0.0016799214192753046,0.0,-0.0036379178006287205,0.03738701043601833,0.05710779984294856,0.01897306678028965,0.03997950437083242,0.03378079022444491,-0.02206682196647236,0.059204723624958024,0.001887744968521682,0.0,-0.0038601732315916015,0.037424672256701985,0.06450444520456944,0.026028380920066985,0.05065306206214859,0.03625219452615447,0.06220105313755501,0.0023033920670144357,0.0,-0.00013457354000900867,0.0375,
HUF Cash,HUF,nominal,5.349,Cashflow,Cash,2026-05-31,0.25,0.25,0.0,,,0.0,0.0,0.0,,5.3734,6.25,-0.024399999999999977,5.5,-0.75,0.0,0.0,5.5,-0.11350082542083506,-0.022553925114383033,-0.017794573699895344,-0.01620297899103662,-0.01301204819277113,-0.026540284360189625,0.05349000000000004,0.013580276608538888,-0.06608198457259551,0.03700900000000007,-0.015644192161292425,0.05349,0.0,0.0,0.0,0.03937499999999994,0.05231749346604686,0.014502879477985786,0.028583603521858292,0.03289642211842714,-0.018455524561938108,0.05219715,0.0,0.0,0.00011437349554399567,0.03727403317723321,0.052350607438205854,0.014424314987227627,0.033624476996017005,0.030448224658160328,-0.020812819059765397,0.05239325,0.0,0.0,-4.051960785012021e-05,0.03738701043601833,0.052834601052101915,0.014854021894311398,0.03577554413021833,0.029601887350543254,-0.02206682196647236,0.053262166666666666,0.0,0.0,-0.00040594414961081515,0.037424672256701985,0.055,0.016867469879517927,0.041272289156626396,0.026999999999999913,0.055,0.0,0.0,0.0,0.0375,
ID T (EM_LC),IDR,nominal,6.842384057513505,composite,Conventional,2026-05-31,10.600314876982942,6.4056276531546015,0.03178524371747395,726531.1968593115,0.7231889418687129,0.0,0.0,0.0,,6.8321,6.6000000000000005,-0.021501186203969045,6.424879890622191,-0.1751201093778093,0.01750429919520115,0.07373692222240266,6.424879890622191,0.09113802380005366,0.00016531891400828336,-0.005245988910964728,-0.007043244254290149,-0.010628019323671412,-0.02283539486203623,0.07066523537606022,0.045018733947108244,0.1682435490796536,0.041768222035903385,-0.026989774567591218,0.06842384057513505,0.001011968521847422,0.0,0.0010848060324065907,0.024541666666666684,0.07000671947698951,0.03532359533905149,0.07018361182583498,0.04235051694653783,-0.02584675593810271,0.06706729682412413,0.0017947455177106718,0.0,0.0009593352488658937,0.033499791074093954,0.06923233228578501,0.03382424123251136,0.06362315132736886,0.04223338339177311,-0.025250778599534174,0.06597718536517301,0.002186134015642297,0.0,0.0008677683286899226,0.03424962352504002,0.06878527419528828,0.03314219039857448,0.061257558453742436,0.042026963008777014,-0.025036189993035137,0.06540105654552265,0.002316596848286172,0.0,0.0008604220614725879,0.034499688550095005,0.06682632141979583,0.030750069004633698,0.05548807066074496,0.04246492112096126,0.06424879890622191,0.002577522513573922,0.0,-0.00015167481595069156,0.03500000000000001,
ID T (EM_LC): 1-3,IDR,nominal,6.764035916913138,Cashflow,Conventional,2026-05-31,2.4435827949567037,2.1677336742380544,-0.03742902749796142,108427.12655526151,0.061411984973920926,0.0,0.0,0.0,,6.8321,6.6,-0.030635055588899895,5.997588214890475,-0.602411785109525,0.0349972468889197,0.2589492043530299,5.997588214890475,0.09113802380005365,0.00016531891400828336,-0.005245988910964727,-0.0070432442542901486,-0.010628019323671412,-0.02283539486203623,0.0692995790855162,0.043685790314871964,0.1667534295735993,0.040439424500777976,-0.026989774567591218,0.06764035916913139,0.0012441153054738223,0.0,0.00030959954902187725,0.024541666666666684,0.06792873989218973,0.03331297124144994,0.06810528871170685,0.0403262463929106,-0.025846755938102706,0.0647135695100294,0.003428722203702983,0.0,-0.00040757326364304625,0.033499791074093954,0.0666729672125117,0.031349630640389314,0.06107721265488908,0.03973864427932039,-0.025250778599534174,0.06266386332946708,0.004521025652817564,0.0,-0.000744965243857254,0.03424962352504002,0.06615797751348396,0.030602511836189894,0.05864876646419659,0.039465443825866364,-0.02503618999303514,0.061767869602612956,0.004885126802522422,0.0,-0.0007467634163866865,0.034499688550095,0.06558921125083689,0.02955479347906964,0.054264108522567245,0.04125606085119826,0.059975882148904744,0.0056133291019321435,0.0,-0.00031584219164026983,0.035,
ID T (EM_LC): 10+,IDR,nominal,6.9134023790279295,Cashflow,Conventional,2026-05-31,19.150906413627126,9.892315775392964,0.07839316257914516,266031.75144701824,1.496240208901252,0.0,0.0,0.0,,6.8321,6.6,0.002909216448784946,6.627452719240881,0.02745271924088133,0.006829999999999892,0.0030000000000001137,6.627452719240881,0.09113802380005365,0.00016531891400828336,-0.005245988910964727,-0.0070432442542901486,-0.010628019323671412,-0.02283539486203623,0.07154090219640619,0.04587342521915283,0.16919902244351315,0.04262025480617182,-0.026989774567591218,0.06913402379027929,0.000637757598039576,0.0,0.0016124551000402665,0.024541666666666684,0.07072299527748616,0.03601665382506458,0.07090000604026914,0.043048279341234785,-0.025846755938102706,0.06836947532123756,0.000467263535650688,0.0,0.0017348341130423162,0.033499791074093954,0.06996267203425544,0.03453039546438941,0.06434965972161755,0.042945281492952514,-0.025250778599534174,0.06764113875682318,0.0003820165044562441,0.0,0.0017917499571882267,0.03424962352504002,0.06945308427965902,0.03378772958216447,0.061920664988573515,0.04267805367299626,-0.02503618999303514,0.0671856015686851,0.00035360082739142943,0.0,0.0017705044773685952,0.034499688550095,0.06657129666567062,0.030503668276010254,0.05523575631463462,0.04221571995779616,0.06627452719240881,0.00029676947326180014,0.0,-1.8440299207944655e-05,0.035,
ID T (EM_LC): 3-5,IDR,nominal,6.780455939628045,Cashflow,Conventional,2026-05-31,4.454483168115132,3.7143484624620307,0.007607936740772435,119351.27125139858,0.1708529265655266,0.0,0.0,0.0,,6.8321,6.6,-0.05925199711272722,6.250903485130362,-0.3490965148696379,0.02444999999999986,0.08999999999999986,6.250903485130362,0.09113802380005365,0.00016531891400828336,-0.005245988910964727,-0.0070432442542901486,-0.010628019323671412,-0.02283539486203623,0.07000300252004998,0.04437236408480216,0.1675209616298512,0.04112386269538826,-0.026989774567591218,0.06780455939628044,0.0011516337407863472,0.0,0.0009061667932375173,0.024541666666666684,0.06916276672233268,0.03450699841088012,0.0693395195498252,0.041528377632753966,-0.025846755938102706,0.06594379835104087,0.002247273678501085,0.0,0.0007708234236674105,0.033499791074093954,0.06817263069990398,0.03279963212289494,0.06256900892425632,0.04120044009601864,-0.025250778599534174,0.06454555410117224,0.002795093647358454,0.0,0.0006103599342424104,0.03424962352504002,0.06771308519744812,0.03210575799583215,0.060192921144900824,0.04098161753839524,-0.02503618999303514,0.063866714351216,0.002977700303644242,0.0,0.0006358693653003566,0.034499688550095,0.06585194846751943,0.029808645862337668,0.054524053363033786,0.041512798359792935,0.06250903485130362,0.003342913616215822,0.0,-0.00019601347505504574,0.035,
ID T (EM_LC): 5-7,IDR,nominal,6.819139573732249,Cashflow,Conventional,2026-05-31,6.268884620109875,4.921748893923764,0.01046436637367977,92771.7662378133,0.3016464958740628,0.0,0.0,0.0,,6.8321,6.6,-0.02342479264143016,6.3951663465082405,-0.2048336534917592,0.020550000000000068,0.07500000000000018,6.3951663465082405,0.09113802380005365,0.00016531891400828336,-0.005245988910964727,-0.0070432442542901486,-0.010628019323671412,-0.02283539486203623,0.0706737201486487,0.04502701547714705,0.16825280713764812,0.04177647780639249,-0.026989774567591218,0.0681913957373225,0.0012794086249754866,0.0,0.0010431141418787426,0.024541666666666684,0.0704111041697637,0.03571487233423487,0.0705880633710474,0.04274444960685275,-0.025846755938102706,0.06680574121481446,0.002485360147709159,0.0,0.0008920100177627344,0.033499791074093954,0.06974047956956442,0.034315560999249595,0.06412863287613235,0.0427286995609939,-0.025250778599534174,0.06569783983994842,0.0030883359090759952,0.0,0.000702913473832556,0.03424962352504002,0.06935476520127648,0.03369268936178482,0.06182303839547476,0.0425821961297399,-0.02503618999303514,0.06511578104832641,0.0032893278295316073,0.0,0.0006882424595997527,0.034499688550095,0.06764297513552524,0.03153910641113544,0.056296044965002734,0.04326292622662642,0.06395166346508241,0.003691311670442832,0.0,-0.00022106016946221718,0.035,
ID T (EM_LC): 7-10,IDR,nominal,6.836307332565413,Cashflow,Conventional,2026-05-31,8.778436582519879,6.3399078798144615,0.03156434962474002,139949.28136782,0.5168830177172824,0.0,0.0,0.0,,6.8321,6.6,-0.027357017059326694,6.538921829125994,-0.0610781708740058,0.016300000000000203,0.04999999999999982,6.538921829125994,0.09113802380005365,0.00016531891400828336,-0.005245988910964727,-0.0070432442542901486,-0.010628019323671412,-0.02283539486203623,0.07061786246710366,0.04497249579936091,0.16819185869739317,0.04172212771108019,-0.026989774567591218,0.06836307332565413,0.0012470598799595152,0.0,0.0008623729965593352,0.024541666666666684,0.07070674880685668,0.03600093396641557,0.07088375688379078,0.04303245278916634,-0.025846755938102706,0.06754706356017674,0.0022085069099333676,0.0,0.0007495996079629474,0.033499791074093954,0.07039379626096331,0.03494724282589812,0.06477852227541292,0.04336551949726286,-0.025250778599534174,0.06678727842571833,0.0026892304249202933,0.0,0.0006896431653875545,0.03424962352504002,0.07008821748364813,0.03440168163166124,0.06255132479427283,0.04329728556141932,-0.02503618999303514,0.06632125838089889,0.0028494715965826033,0.0,0.0006812552941672934,0.034499688550095,0.06855917223116716,0.032424320996296885,0.057202504700208046,0.04415820159981787,0.06538921829125993,0.00316995393990722,0.0,-0.00019394397116412332,0.035,
IDR Cash,IDR,nominal,6.5774,Cashflow,Cash,2026-05-31,0.25,0.25,0.0,,,0.0,0.0,0.0,,6.8321,6.6,-0.2546999999999997,5.1,-1.5,0.0,0.0,5.1,0.09113802380005365,0.00016531891400828336,-0.005245988910964727,-0.0070432442542901486,-0.010628019323671412,-0.02283539486203623,0.065774,0.04024466224734646,0.1629065361774784,0.03700900000000007,-0.026989774567591218,0.065774,0.0,0.0,0.0,0.024541666666666684,0.06030178353827598,0.025933234525695736,0.06047707147765147,0.03289642211842714,-0.025846755938102706,0.059647925,0.0,0.0,0.0006170526293212131,0.033499791074093954,0.05714188022399158,0.022134169719035368,0.051596125643020185,0.030448224658160328,-0.025250778599534174,0.05564310000000001,0.0,0.0,0.001419779302296087,0.03424962352504002,0.056041133817252176,0.02082305630980774,0.04860317816919979,0.029601887350543254,-0.02503618999303514,0.05409539999999998,0.0,0.0,0.0018458801900209654,0.034499688550095,0.051,0.015458937198067568,0.039829951690821375,0.026999999999999913,0.051,0.0,0.0,0.0,0.035,
ILS Cash,ILS,nominal,,Cashflow,Cash,2026-05-31,,,,,,,,,,,,,,,,,,,,,,0.00886699507389177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN T (EM_LC),INR,nominal,7.041458130711067,composite,Conventional,2026-05-31,9.519840668049328,5.816762532890213,-0.020293898704817133,786782.4364525813,0.6008880680982893,0.0,0.0,0.0,,7.107199999999999,7.0,-0.04544797058411457,6.870815905585575,-0.1291840944144256,0.07740458251102711,0.07455802599866816,6.870815905585575,0.523470590039355,0.029955468614143,0.007030287462215679,-0.0004974782567104263,-0.01538461538461544,-0.026540284360189622,0.0737027805854705,0.03705999412633994,0.6357546086654429,0.04947796286725087,-0.022561940004486414,0.07041458130711067,0.0030462365544318476,0.0,2.6214131820272796e-05,0.03533333333333322,0.0730523290405984,0.033015099120737204,0.10519611440450712,0.046834694362269585,-0.024432764338501167,0.06988789129404596,0.0028313004449734796,0.0,0.00012743611051343318,0.03875764251068481,0.07250739010015486,0.03187361499554386,0.08004742535790964,0.04506345786733809,-0.02558857168364492,0.06944542517495084,0.002723832390244296,0.0,0.0001408380424461053,0.03937863563338273,0.07226132421330761,0.03143137490940032,0.07172789751899995,0.04439809543531707,-0.025985483341416926,0.06919966980191913,0.0026880097053345675,0.0,0.0001771217427894327,0.03958571582864034,0.07132452339137087,0.03011973403016419,0.05484260764688813,0.04289126589851926,0.06870815905585574,0.002616364335515112,0.0,-0.00016410548760394182,0.04,
IN T (EM_LC): 1-3,INR,nominal,6.506472912647337,Cashflow,Conventional,2026-05-31,2.2162420061743244,1.979585125935755,-0.172361134645571,92192.48658998913,0.05446072922466666,0.0,0.0,0.0,,7.1072,7.0,-0.4283659527070922,6.369735661420095,-0.6302643385799049,0.18951254896908054,0.24567515987651323,6.369735661420095,0.523470590039355,0.029955468614143,0.007030287462215679,-0.0004974782567104263,-0.015384615384615441,-0.026540284360189625,0.06741122614461359,0.030983154679279146,0.6261696105091659,0.04332835810022351,-0.022561940004486414,0.06506472912647338,0.003862740900359703,0.0,-0.0016532053156446125,0.03533333333333322,0.06733928044576154,0.02751521314056915,0.09931192876179651,0.04126123133740478,-0.024432764338501167,0.06469061149595078,0.004363044911697022,0.0,-0.0018671625977368933,0.03875764251068481,0.06719232513964069,0.026759920353095046,0.07469499396284274,0.03988439782756936,-0.025588571683644923,0.06434138405507586,0.0046131969173656825,0.0,-0.0019257167271625741,0.03937863563338273,0.06708829066787536,0.02645532198113454,0.06655743744527776,0.03935948566690439,-0.025985483341416926,0.06412670824145089,0.004696580919255234,0.0,-0.0019045254626585129,0.039585715828640344,0.0685607055372353,0.027462216862726097,0.05212131006743159,0.04020080055615227,0.06369735661420095,0.004863348923034342,0.0,-0.00028982226955043267,0.04,
IN T (EM_LC): 10+,INR,nominal,7.495063973267474,Cashflow,Conventional,2026-05-31,21.130477785405546,9.987137921310318,-0.029061997138906843,197380.36757093764,1.571872790558335,0.0,0.0,0.0,,7.1072,7.0,0.416925970406381,7.255652388927028,0.2556523889270279,0.013560000000000016,0.004999999999999893,7.255652388927028,0.523470590039355,0.029955468614143,0.007030287462215679,-0.0004974782567104263,-0.015384615384615441,-0.026540284360189625,0.07818342061277472,0.04138772113275091,0.6425807319715939,0.053857510963077226,-0.022561940004486414,0.07495063973267474,0.001268766001523263,0.0,0.0017364070205529991,0.03533333333333322,0.07712381945556857,0.03693467597711475,0.10938956822281565,0.050806707011424423,-0.024432764338501167,0.07411448760314272,0.0008840614487943841,0.0,0.0019159310577521182,0.03875764251068481,0.0760842126667467,0.03531492352735932,0.08364939401534599,0.04854875465328501,-0.025588571683644923,0.07348290574620651,0.0006917091724299449,0.0,0.0017303341296353025,0.03937863563338273,0.075666148324669,0.03470654891335201,0.07513102780439795,0.04771444354645227,-0.025985483341416926,0.0731741117938944,0.0006275917469751316,0.0,0.001693463084897484,0.039585715828640344,0.07305588078533579,0.03178450075513051,0.056547328773253636,0.04457667257491926,0.07255652388927028,0.0004993568960655052,0.0,-3.376373765140439e-05,0.04,
IN T (EM_LC): 3-5,INR,nominal,6.767448331827355,Cashflow,Conventional,2026-05-31,3.951135927040726,3.376154681244115,-0.04845108703222864,166526.86765175764,0.1412338470648322,0.0,0.0,0.0,,7.1072,7.0,-0.29130058114041635,6.645113592704073,-0.35488640729592724,0.11649530415247877,0.10635232948470552,6.645113592704073,0.523470590039355,0.029955468614143,0.007030287462215679,-0.0004974782567104263,-0.015384615384615441,-0.026540284360189625,0.07090501342346545,0.03435770774964486,0.6314922926763504,0.046743318760101404,-0.022561940004486414,0.06767448331827355,0.003898817413167139,0.0,-0.000869663606017812,0.03533333333333322,0.07052723462846777,0.03058421985805615,0.10259537960596621,0.04437129498684289,-0.024432764338501167,0.06736517699221878,0.0037447182818385943,0.0,-0.0007793109440242807,0.03875764251068481,0.07025267886953124,0.029704327352595872,0.07777686285919039,0.042866441476665074,-0.025588571683644923,0.06705555645962974,0.0036676687161743228,0.0,-0.000669005138402623,0.03937863563338273,0.07010184034719225,0.029354120640478376,0.06956948794915374,0.04229472680123081,-0.025985483341416926,0.06685408294876673,0.0036419855276195656,0.0,-0.0005955787583531436,0.039585715828640344,0.07004175507755078,0.028886302959183263,0.05357957423020365,0.041642542620516254,0.06645113592704073,0.003590619150510051,0.0,-0.00022293291653907588,0.04,
IN T (EM_LC): 5-7,INR,nominal,7.030661544225558,Cashflow,Conventional,2026-05-31,5.881594762362143,4.664618328474574,0.10169745360352275,140977.227094856,0.2705188995428664,0.0,0.0,0.0,,7.1072,7.0,-0.17823590937796396,6.816119607177161,-0.1838803928228394,0.07947108662481384,0.07796013094094612,6.816119607177161,0.523470590039355,0.029955468614143,0.007030287462215679,-0.0004974782567104263,-0.015384615384615441,-0.026540284360189625,0.07420140916396734,0.037541605760432084,0.6365142546401359,0.04996534141767528,-0.022561940004486414,0.07030661544225558,0.0036999748409624897,0.0,-6.0798520648996934e-05,0.03533333333333322,0.0735472436333946,0.03349154769020335,0.10570585439585445,0.04731751682345231,-0.024432764338501167,0.0695823767255378,0.0036682586988683193,0.0,3.8529877652848654e-05,0.03875764251068481,0.07298862912307036,0.03233662145576632,0.08053204762949417,0.04553238267101878,-0.025588571683644923,0.06901918639865469,0.003652400627821234,0.0,6.054147047951375e-05,0.03937863563338273,0.07274630154486905,0.03189788510108271,0.07221263358488406,0.044870470396508155,-0.025985483341416926,0.06873318962302703,0.0036471146041388725,0.0,0.00010751087743154919,0.039585715828640344,0.07179773862854576,0.03057474868129395,0.05530854264964491,0.04335192186873593,0.06816119607177161,0.0036365425567741498,0.0,-0.0002312131946519136,0.04,
IN T (EM_LC): 7-10,INR,nominal,7.0780453482697405,Cashflow,Conventional,2026-05-31,8.580879302738113,6.341057199844044,-0.003209348647418264,189705.48754504087,0.5051738132488042,0.0,0.0,0.0,,7.1072,7.0,-0.02594530308284071,6.952695976757937,-0.047304023242062954,0.05350000000000055,0.033333333333333215,6.952695976757937,0.523470590039355,0.029955468614143,0.007030287462215679,-0.0004974782567104263,-0.015384615384615441,-0.026540284360189625,0.07418379882916137,0.03752459642224237,0.6364874258129782,0.049948128406186676,-0.022561940004486414,0.0707804534826974,0.0032645876150530716,0.0,-8.592880317226381e-05,0.03533333333333322,0.07344131229189976,0.03338956880970256,0.10559674983138434,0.04721417367746028,-0.024432764338501167,0.0704575813108943,0.002689136674167206,0.0,9.794157891285238e-05,0.03875764251068481,0.0729904586662129,0.03233838168354075,0.08053389003485112,0.045534165398765536,-0.025588571683644923,0.07013967053923684,0.0024014112037242736,0.0,0.0002619001028894008,0.03937863563338273,0.07276795539702818,0.03191871441013272,0.07223427666472237,0.04489156156285268,-0.025985483341416926,0.069935433615351,0.0023055027135766293,0.0,0.000341087276257257,0.039585715828640344,0.07164064550086072,0.03042369759698138,0.055153866339308966,0.04319899803733063,0.06952695976757937,0.0021136857332813403,0.0,-0.0001371149866257193,0.04,
INR Cash,INR,nominal,6.0946,Cashflow,Cash,2026-05-31,0.25,0.25,0.0,,,0.0,0.0,0.0,,7.1072,7.0,-1.0126,5.5,-1.5,0.0,0.0,5.5,0.523470590039355,0.029955468614143,0.007030287462215679,-0.0004974782567104263,-0.015384615384615441,-0.026540284360189625,0.060945999999999945,0.02473857050869288,0.6163200286198935,0.03700900000000007,-0.022561940004486414,0.060946,0.0,0.0,0.0,0.03533333333333322,0.058764977298622956,0.019260830408506235,0.09048077834584567,0.03289642211842714,-0.024432764338501167,0.058511499999999994,0.0,0.0,0.00023946579571676452,0.03875764251068481,0.057508352953771213,0.01744284200082724,0.06494294066873052,0.030448224658160328,-0.025588571683644923,0.05690315,0.0,0.0,0.0005726191219803667,0.03937863563338273,0.057070371889996085,0.01681886908903807,0.05654450236416797,0.029601887350543254,-0.025985483341416926,0.056268766666666664,0.0,0.0,0.0007589027041472463,0.039585715828640344,0.055,0.014423076923076872,0.03876923076923067,0.026999999999999913,0.055,0.0,0.0,0.0,0.04,
JP Agg,JPY,nominal,2.5873820338314824,composite,Conventional,2026-05-31,9.407384249918902,8.440764389387144,-0.002922974027763901,5369286.748787654,0.9835868638605004,0.006024374375576003,-0.005594061920177718,0.0,2023-12-31,2.8142000000000005,2.6,-0.22389499214075415,2.5287620551070815,-0.0712379448929188,0.17593731621543665,0.0383436148971698,2.534786429482658,0.5913373499098472,0.05180387569223167,0.02758386362056986,0.019635103755970554,0.003921568627450967,0.0053842388644149706,0.03683754312406617,0.009169479883915484,0.6499583081620883,0.06622267284810808,0.028341112760541517,0.025873820338314816,0.009726811973463931,-5.594061920177719e-05,0.0009146188010694322,0.027416666666666648,0.03492095553140542,0.013794214678091677,0.08853387206303998,0.0535593427719956,0.018009479024434064,0.026119090118745112,0.00631296389594622,-5.594061920177719e-05,0.002235758745913362,0.02083927936008401,0.03246830706591341,0.011807646798411857,0.06094777204058017,0.045083090580786585,0.012218083042880192,0.026028002206785847,0.004606039857187365,-5.594061920177719e-05,0.0016829362922699182,0.020419553393252746,0.031352918791961455,0.010853137511848791,0.05160364036146473,0.04213789874277566,0.010457118755669903,0.025801289569466083,0.004037065177601078,-5.594061920177719e-05,0.0013986079606631535,0.02027968309083117,0.028191039494053306,0.008030430876522852,0.032223161217559346,0.0337270656489404,0.025347864294826578,0.002899115818428509,-5.594061920177719e-05,-7.315705807432037e-05,0.019999999999999997,JP GovRltd
